ACCOUNT_ID,INIT_BALANCE,IS_MULE,in_tx_count,out_tx_count,in_out_ratio,unique_in_counterparties,unique_out_counterparties,unique_total_counterparties,counterparty_reuse_ratio,pass_through_ratio,fan_in_score,fan_out_score,amount_sum,amount_mean,amount_std,amount_max,amount_cv,amount_in_sum,amount_out_sum,amount_in_out_ratio,first_tx_step,last_tx_step,active_span_steps,tx_per_active_step,max_step_tx_count,max_step_amount,burst_tx_ratio,burst_amount_ratio,median_inter_tx_gap_steps,rapid_in_out_count,two_hop_out_count,two_hop_in_count,cycle_count_2hop,shared_counterparty_count,chain_middle_score,sink_score,source_score,simple_anomaly_score,simple_rule_score
132,204.56,0,256,25,10.24,6,5,10,0.9644128113879004,0.0889679715302491,0.9110320284697508,0.0889679715302491,12168847.1,43305.505693950174,252479.08646942367,2535886.5,5.830184463235476,2860721.02,9308126.08,0.3073358692623124,0,199,200,1.405,4,2536474.99,0.0142348754448398,0.208440041127643,1.0,58,42,32,1,1,2.0,0.829979356897709,0.0079152999582072,0.6452903232708322,0.18
339,309.28,0,47,16,2.9375,4,6,10,0.8412698412698413,0.2539682539682539,0.746031746031746,0.2539682539682539,17187183.080000002,272812.42984126986,661371.4100767961,3104720.25,2.424271542398567,6895883.95,10291299.13,0.6700693336080301,0,194,195,0.3230769230769231,2,3104730.47,0.0317460317460317,0.1806421945672321,2.0,5,32,24,0,0,2.4,0.5565633660871756,0.0644998740236835,0.4886027458242347,0.08
848,444.01,0,82,180,0.4555555555555555,4,1,5,0.9809160305343512,0.3129770992366412,0.3129770992366412,0.6870229007633588,87453.26,333.7910687022901,168.5145610160451,444.01,0.5048504193692015,7531.46,79921.8,0.0942353650693552,0,199,200,1.31,3,638.6,0.0114503816793893,0.0073021863335912,1.0,158,1,38,0,0,0.8,0.0979546646465823,0.4720004661733,0.5744338560057545,0.08
946,580.11,0,200,179,1.11731843575419,11,1,12,0.9683377308707124,0.4722955145118733,0.5277044854881267,0.4722955145118733,1533894.22,4047.214300791557,70951.35784743167,1383131.5,17.530912023500942,1430056.32,103837.9,13.772007330656724,1,199,199,1.9045226130653263,4,1383711.6,0.0105540897097625,0.902090627866112,0.0,388,1,73,0,0,0.9166666666666666,0.2784720240042885,0.2230630530280351,0.7411589585874025,0.2
243,504.17,0,63,180,0.35,3,1,3,0.9876543209876544,0.2592592592592592,0.2592592592592592,0.7407407407407407,103677.89,426.6579835390946,146.7603180984624,504.17,0.3439764958365411,12927.29,90750.6,0.1424485347755276,1,199,199,1.221105527638191,3,863.52,0.0123456790123456,0.0083288732052706,1.0,126,0,31,1,1,0.0,0.0672153635116598,0.5486968449931412,0.5542938176095109,0.08
84,341.06,0,20,20,1.0,1,1,2,0.95,0.5,0.5,0.5,8903.4,222.585,118.465,341.05,0.5322236448997013,2082.4,6821.0,0.3052924791086351,8,198,191,0.2094240837696335,1,341.05,0.025,0.0383055911224925,5.0,6,5,6,0,0,0.5,0.25,0.25,0.351287037070617,0.08
880,208.99,0,323,23,14.043478260869565,10,1,10,0.9710982658959536,0.0664739884393063,0.9335260115606936,0.0664739884393063,1633627.77,4721.467543352601,69093.19039578491,1267579.25,14.633837839902526,1628821.0,4806.77,338.859774859209,1,199,199,1.7386934673366834,5,1268409.47,0.0144508670520231,0.7764372602456433,1.0,52,19,76,1,1,0.0,0.8714708142604162,0.004418791139029,0.641936191810976,0.08
983,201.82,0,504,15,33.6,22,1,23,0.9556840077071292,0.0289017341040462,0.9710982658959536,0.0289017341040462,21257562.98,40958.69552986512,486637.81061441806,9090946.0,11.881184308215705,21254535.68,3027.3,7020.954540349487,0,199,200,2.595,6,9091610.64,0.0115606936416184,0.4276882843322052,0.0,78,4,132,0,0,0.9565217391304348,0.9430318420261284,0.0008353102342209,0.7772683973688612,0.18
51,489.59,0,18,180,0.1,1,1,2,0.98989898989899,0.0909090909090909,0.0909090909090909,0.9090909090909092,88410.42,446.5172727272728,136.17630044046905,489.58,0.3049743173622845,286.02,88124.4,0.003245639119245,0,199,200,0.99,2,505.47,0.0101010101010101,0.0057173125068289,1.0,33,3,4,0,0,0.5,0.0082644628099173,0.8264462809917354,0.4811272460155911,0.08
604,152.61,0,76,152,0.5,4,8,12,0.9473684210526316,0.3333333333333333,0.3333333333333333,0.6666666666666666,8776.56,38.49368421052631,45.37301704648124,144.05,1.1787132870507036,5877.92,2898.64,2.0278199431457518,1,199,199,1.1457286432160805,9,167.62999999999997,0.0394736842105263,0.019099738394086,0.0,24,35,24,0,0,2.6666666666666665,0.1111111111111111,0.4444444444444445,0.5065165550470953,0.08
